pc,delta_in,type,delta_out
140443297358662,3029704,2,-3029576
140443297358648,-3029576,1,3029704
140443297358662,3029704,2,-3029568
140443297358671,-3029568,1,120
140443297358671,120,1,3029576
140443297358662,3029576,2,-3029448
140443297358648,-3029448,1,3029576
140443297358662,3029576,2,-3029440
140443297358671,-3029440,1,120
140443297358671,120,1,3029448
140443297358662,3029448,2,-3029320
140443297358648,-3029320,1,3029448
140443297358662,3029448,2,-3029312
140443297358671,-3029312,1,120
140443297358671,120,1,3029320
140443297358662,3029320,2,-3029192
140443297358648,-3029192,1,3029320
140443297358662,3029320,2,-3029184
140443297358671,-3029184,1,120
140443297358671,120,1,3029192
140443297358662,3029192,2,-3029064
140443297358648,-3029064,1,3029192
140443297358662,3029192,2,-3029056
140443297358671,-3029056,1,120
140443297358671,120,1,3029064
140443297358662,3029064,2,-3028936
140443297358648,-3028936,1,3029064
140443297358662,3029064,2,-3028928
140443297358671,-3028928,1,120
140443297358671,120,1,3028936
140443297358662,3028936,2,-3028808
140443297358648,-3028808,1,3028936
140443297358662,3028936,2,-3028800
140443297358671,-3028800,1,120
140443297358671,120,1,3028808
140443297358662,3028808,2,-3028680
140443297358648,-3028680,1,3028808
140443297358662,3028808,2,-3028672
140443297358671,-3028672,1,120
140443297358671,120,1,3028680
140443297358662,3028680,2,-3028552
140443297358648,-3028552,1,3028680
140443297358662,3028680,2,-3028544
140443297358671,-3028544,1,120
140443297358671,120,1,3028552
140443297358662,3028552,2,128
140443297358662,128,2,-3028552
140443297358648,-3028552,1,3028680
140443297358662,3028680,2,-3028544
140443297358671,-3028544,1,3028672
140443297358662,3028672,2,-3028552
140443297358671,-3028552,1,3028728
140443297358662,3028728,2,-3028600
140443297358648,-3028600,1,3028680
140443297358662,3028680,2,-3028544
140443297358671,-3028544,1,3028672
140443297358662,3028672,2,-3028552
140443297358671,-3028552,1,3028680
140443297358662,3028680,2,-3028552
140443297358648,-3028552,1,136
140443297358671,136,1,3028560
140443297358662,3028560,2,-3028440
140443297358671,-3028440,1,3028552
140443297358662,3028552,2,-3028424
140443297358648,-3028424,1,3028584
140443297358662,3028584,2,96
140443297358662,96,2,-3028544
140443297358671,-3028544,1,3028672
140443297358662,3028672,2,-3028552
140443297358671,-3028552,1,128
140443297358648,128,1,3028552
140443297358662,3028552,2,-3028416
140443297358671,-3028416,1,3028544
140443297358662,3028544,2,-3028424
140443297358671,-3028424,1,3028552
140443297358662,3028552,2,-3028424
140443297358648,-3028424,1,3028552
140443297358662,3028552,2,2256
140443297358662,2256,2,176
140443297358662,176,2,-3030848
140443297358671,-3030848,1,3031200
140443297358662,3031200,2,400
140443297358662,400,2,-3031480
140443297358671,-3031480,1,3031560
140443297358662,3031560,2,-3031432
140443297358648,-3031432,1,136
140443297358671,136,1,3031424
140443297358662,3031424,2,-3031304
140443297358671,-3031304,1,3031432
140443297358662,3031432,2,-3031304
140443297358648,-3031304,1,3031544
140443297358662,3031544,2,416
140443297358662,416,2,-3031824
140443297358671,-3031824,1,3034032
140443297358662,3034032,2,96
140443297358662,96,2,-3034008
140443297358671,-3034008,1,3034200
140443297358662,3034200,2,112
140443297358662,112,2,-3034184
140443297358648,-3034184,1,3034344
140443297358662,3034344,2,96
140443297358662,96,2,-3034304
140443297358671,-3034304,1,120
140443297358671,120,1,3034312
140443297358662,3034312,2,-3034184
140443297358648,-3034184,1,3034328
140443297358662,3034328,2,-3034192
140443297358671,-3034192,1,3034304
140443297358662,3034304,2,-3034184
140443297358671,-3034184,1,128
140443297358648,128,1,3034184
140443297358662,3034184,2,-3034048
140443297358671,-3034048,1,3034176
140443297358662,3034176,2,-3034056
140443297358671,-3034056,1,3034216
140443297358662,3034216,2,-3034088
140443297358648,-3034088,1,3034248
140443297358662,3034248,2,-3034112
140443297358671,-3034112,1,3034240
140443297358662,3034240,2,160
140443297358662,160,2,-3034280
140443297358671,-3034280,1,3036392
140443297358662,3036392,2,-3036264
140443297358648,-3036264,1,3036360
140443297358662,3036360,2,-3036224
140443297358671,-3036224,1,3036352
140443297358662,3036352,2,-3036232
140443297358671,-3036232,1,128
140443297358648,128,1,3036232
140443297358662,3036232,2,-3036096
140443297358671,-3036096,1,3036240
140443297358662,3036240,2,-3036120
140443297358671,-3036120,1,3036232
140443297358662,3036232,2,-3036104
140443297358648,-3036104,1,3036232
140443297358662,3036232,2,-3036096
140443297358671,-3036096,1,120
140443297358671,120,1,3036104
140443297358662,3036104,2,-3035976
140443297358648,-3035976,1,3036104
140443297358662,3036104,2,-3035968
140443297358671,-3035968,1,120
140443297358671,120,1,3035976
140443297358662,3035976,2,-3035848
140443297358648,-3035848,1,3035976
140443297358662,3035976,2,-3035840
140443297358671,-3035840,1,120
140443297358671,120,1,3035848
140443297358662,3035848,2,-3035720
140443297358648,-3035720,1,3035848
140443297358662,3035848,2,-3035712
140443297358671,-3035712,1,120
140443297358671,120,1,3035720
140443297358662,3035720,2,-3035592
140443297358648,-3035592,1,3035720
140443297358662,3035720,2,-3035584
140443297358671,-3035584,1,120
140443297358671,120,1,3035592
140443297358662,3035592,2,-3035464
140443297358648,-3035464,1,3035592
140443297358662,3035592,2,-3035456
140443297358671,-3035456,1,120
140443297358671,120,1,3035464
140443297358662,3035464,2,-3035336
140443297358648,-3035336,1,3035464
140443297358662,3035464,2,-3035328
140443297358671,-3035328,1,120
140443297358671,120,1,3035336
140443297358662,3035336,2,-3035208
140443297358648,-3035208,1,3035336
140443297358662,3035336,2,-3035200
140443297358671,-3035200,1,120
140443297358671,120,1,3035208
140443297358662,3035208,2,-3035080
140443297358648,-3035080,1,3035208
140443297358662,3035208,2,-3035072
140443297358671,-3035072,1,120
140443297358671,120,1,3035080
140443297358662,3035080,2,-3034952
140443297358648,-3034952,1,3035080
140443297358662,3035080,2,-3034944
140443297358671,-3034944,1,120
140443297358671,120,1,3034952
140443297358662,3034952,2,-3034824
140443297358648,-3034824,1,3034952
140443297358662,3034952,2,-3034816
140443297358671,-3034816,1,120
140443297358671,120,1,3034824
140443297358662,3034824,2,-3034696
140443297358648,-3034696,1,3034824
140443297358662,3034824,2,-3034688
140443297358671,-3034688,1,120
140443297358671,120,1,3034696
140443297358662,3034696,2,-3034568
140443297358648,-3034568,1,3034696
140443297358662,3034696,2,-3034560
140443297358671,-3034560,1,120
140443297358671,120,1,3034568
140443297358662,3034568,2,-3034440
140443297358648,-3034440,1,3034568
140443297358662,3034568,2,-3034432
140443297358671,-3034432,1,120
140443297358671,120,1,3034440
140443297358662,3034440,2,-3034312
140443297358648,-3034312,1,3034448
140443297358662,3034448,2,-3034312
140443297358671,-3034312,1,120
140443297358671,120,1,3034328
140443297358662,3034328,2,-3034200
140443297358648,-3034200,1,3034312
140443297358662,3034312,2,-3034176
140443297358671,-3034176,1,3034304
140443297358662,3034304,2,-3034184
140443297356304,-3034184,1,-154340
140443297356411,-154340,1,56907
140443297349914,56907,1,-65995
140443297347319,-65995,1,43070056
140443297347455,43070056,1,48543
140443297424294,48543,1,-43015367
140443297356363,-43015367,1,-92464
140443297356411,-92464,1,75446
140443297349914,75446,1,42961822
140443297347319,42961822,1,52188
140443297347455,52188,1,30118
140443297424294,30118,1,-43119382
140443297356411,-43119382,1,56328
140443297349914,56328,1,43043904
140443297347455,43043904,1,-43099920
140443297356411,-43099920,1,92182
140443297356363,92182,1,-90022
140443297356411,-90022,1,150124
140443297357032,150124,1,-149860
140443297356411,-149860,1,53395
140443297349914,53395,1,68067185
140443297357792,68067185,0,32
140443297357824,32,0,-64936576
140443297433775,-64936576,2,43965208
140443297433767,43965208,1,-46999248
140443297356304,-46999248,1,-97380
140443297349914,-97380,1,42986424
140443297347414,42986424,1,28168
140443297347455,28168,1,35212
140443297424294,35212,1,-39954520
140443297357043,-39954520,2,-3094558
140443297349914,-3094558,1,43037482
140443297347455,43037482,1,11852
140443297427140,11852,1,-42952560
140443297356304,-42952560,1,49132028
140443297347455,49132028,1,-49229748
140443297349914,-49229748,1,42985492
140443297347414,42985492,1,22432
140443297347455,22432,1,48052
140443297429064,48052,1,17882
140443297347588,17882,1,-43074010
140443297349914,-43074010,1,42984800
140443297347414,42984800,1,18188
140443297347455,18188,1,-43060104
140443297356411,-43060104,1,43112947
140443297424294,43112947,1,-43036459
140443297349914,-43036459,1,42972876
140443297347414,42972876,1,55428
140443297347455,55428,1,-42949676
140443297357032,-42949676,1,-97400
140443297349914,-97400,1,-72824
140443297347319,-72824,1,8308
140443297347414,8308,1,43085144
140443297347455,43085144,1,40246
140443297424294,40246,1,-1088
140443297424294,-1088,1,-43117382
140443297356411,-43117382,1,43079448
140443297347455,43079448,1,30604
140443297425540,30604,1,-43052036
140443297349914,-43052036,1,42989120
140443297347414,42989120,1,44888
140443297347455,44888,1,-42936892
140443297356304,-42936892,1,2997624
140443297357043,2997624,2,-3064109
140443297349914,-3064109,1,-31327
140443297349914,-31327,1,-449
140443297349914,-449,1,98381
140443297356304,98381,1,42892704
140443297347414,42892704,1,48964
140443297347455,48964,1,13561
140443297424294,13561,1,-43110217
140443297356411,-43110217,1,49285600
140443297347455,49285600,1,-49130484
140443297357032,-49130484,1,-154996
140443297356411,-154996,1,43059124
140443297347463,43059124,1,43148
140443297347455,43148,1,-8256
140443297347455,-8256,1,-5016
140443297347455,-5016,1,25105676
140443297427520,25105676,0,64
140443297427584,64,0,-68039608
140443297356304,-68039608,1,-155012
140443297356411,-155012,1,43068672
140443297347455,43068672,1,-39916292
140443297357043,-39916292,2,39913700
140443297347455,39913700,1,51628
140443297428100,51628,1,-73900
140443297347414,-73900,1,30792
140443297347455,30792,1,-11712
140443297347455,-11712,1,-42907756
140443297356304,-42907756,1,42946084
140443297347455,42946084,1,12386
140443297424294,12386,1,-43113458
140443297356411,-43113458,1,58021
140443297349914,58021,1,43054391
140443297424428,43054391,1,-67124
140443297347414,-67124,1,38888
140443297347455,38888,1,32265
140443297424294,32265,1,-19833
140443297347455,-19833,1,29274
140443297424294,29274,1,-80478
140443297347414,-80478,1,39492
140443297347455,39492,1,-42929780
140443297357032,-42929780,1,-154996
140443297356411,-154996,1,43036328
140443297347319,43036328,1,5240
140443297347414,5240,1,20888
140443297347455,20888,1,27648
140443297347455,27648,1,17372
140443297424428,17372,1,-29828
140443297347455,-29828,1,25114020
140443297424896,25114020,0,64
140443297424960,64,0,64
140443297425024,64,0,-25139564
140443297347455,-25139564,1,-7856
140443297347414,-7856,1,34952
140443297347455,34952,1,43930
140443297424294,43930,1,-42968126
140443297356304,-42968126,1,-155012
140443297356411,-155012,1,43068264
140443297347455,43068264,1,-39916140
140443297357043,-39916140,2,39958832
140443297426824,39958832,1,6175628
140443297347455,6175628,1,-6206104
140443297347455,-6206104,1,42289
140443297424294,42289,1,-42967637
140443297356304,-42967637,1,42901204
140443297347455,42901204,1,58487
140443297424294,58487,1,-43114679
140443297356411,-43114679,1,43059072
140443297347455,43059072,1,56508
140443297428744,56508,1,-51108
140443297347455,-51108,1,-42909356
140443297357032,-42909356,1,-154996
140443297356411,-154996,1,85432
140443297349914,85432,1,-20977
140443297349914,-20977,1,43001145
140443297347455,43001145,1,44004
140443297426504,44004,1,25083344
140443297426560,25083344,0,64
140443297426624,64,0,-25133268
140443297347455,-25133268,1,65172
140443297426287,65172,1,-54636
140443297347455,-54636,1,34971
140443297424294,34971,1,-42950119
140443297356304,-42950119,1,-155012
140443297356411,-155012,1,43083504
140443297347455,43083504,1,44220
140443297429064,44220,1,-39975856
140443297357043,-39975856,2,39970723
140443297424294,39970723,1,-86043
140443297347319,-86043,1,6208
140443297347414,6208,1,29324
140443297347455,29324,1,4752
140443297347455,4752,1,49356
140443297429060,49356,1,25067472
140443297427392,25067472,0,1968
140443297429360,1968,0,-68040496
140443297356304,-68040496,1,-154988
140443297356411,-154988,1,-14756
140443297347319,-14756,1,8324
140443297347414,8324,1,43057416
140443297347455,43057416,1,-43062336
140443297347319,-43062336,1,43113360
140443297347455,43113360,1,16693
140443297424294,16693,1,-4135
140443297424294,-4135,1,12914
140443297424294,12914,1,-42972364
140443297357032,-42972364,1,-154996
140443297356411,-154996,1,43082544
140443297347455,43082544,1,22416
140443297424294,22416,1,21762
140443297424294,21762,1,-51498
140443297347455,-51498,1,27600
140443297347455,27600,1,-42947692
140443297356304,-42947692,1,-155012
140443297356411,-155012,1,49282120
140443297347455,49282120,1,-46130508
140443297357043,-46130508,2,39936788
140443297347455,39936788,1,-12912
140443297347455,-12912,1,-42920356
140443297356304,-42920356,1,42931612
140443297347455,42931612,1,22023
140443297424294,22023,1,-43047733
140443297349914,-43047733,1,43060576
140443297424294,43060576,1,-43050145
140443297349914,-43050145,1,42963391
140443297347319,42963391,1,4540
140443297347414,4540,1,14444
140443297347455,14444,1,50096
140443297424294,50096,1,6443
140443297424294,6443,1,-43110115
140443297356411,-43110115,1,43080576
140443297347455,43080576,1,-42925580
140443297357032,-42925580,1,42905732
140443297347455,42905732,1,42826
140443297424294,42826,1,-43036796
140443297349914,-43036796,1,43002874
140443297347455,43002874,1,34561
140443297424294,34561,1,-42949061
140443297356304,-42949061,1,2996344
140443297357043,2996344,2,39914796
140443297347455,39914796,1,-42975311
140443297349914,-42975311,1,42992279
140443297347455,42992279,1,34343
140443297424294,34343,1,-17351
140443297347455,-17351,1,-43099968
140443297356411,-43099968,1,68664
140443297349914,68664,1,86324
140443297356304,86324,1,42911260
140443297347455,42911260,1,1216964
140443273517856,1216964,0,32
140443273517888,32,0,-1182964
140443297347455,-1182964,1,-32232
140443297347455,-32232,1,9144
140443297347455,9144,1,-42922076
140443297357032,-42922076,1,42914948
140443297347455,42914948,1,-43069824
140443297356411,-43069824,1,43121388
140443297425864,43121388,1,-65748
140443297347455,-65748,1,-42900628
140443297356304,-42900628,1,42897172
140443297347455,42897172,1,-39901084
140443297357043,-39901084,2,39927052
140443297347455,39927052,1,-42990336
140443297349914,-42990336,1,43023518
140443297424294,43023518,1,-43111190
140443297356411,-43111190,1,85874
140443297349914,85874,1,69114
140443297356304,69114,1,42922972
140443297347455,42922972,1,-5928
140443297347455,-5928,1,-13200
140443297347455,-13200,1,-43058712
140443297356411,-43058712,1,-17684
140443297347319,-17684,1,8316
140443297347414,8316,1,43133836
140443297428522,43133836,1,-74228
140443297347455,-74228,1,-42895244
140443297357032,-42895244,1,47009996
140443297347455,47009996,1,-4083048
140443297347455,-4083048,1,30604
140443297428104,30604,1,-43112428
140443297356411,-43112428,1,43039720
140443297347414,43039720,1,21824
140443297347455,21824,1,-42993886
140443297349914,-42993886,1,87354
140443297356304,87354,1,2995832
140443297357043,2995832,2,39902996
140443297347455,39902996,1,-43053696
140443297356411,-43053696,1,43076280
140443297347455,43076280,1,-42921292
140443297356304,-42921292,1,42963936
140443297427464,42963936,1,-43027488
140443297356363,-43027488,1,43020968
140443297424294,43020968,1,-60004
140443297347455,-60004,1,-43052280
140443297356411,-43052280,1,43082164
140443297347463,43082164,1,18428
140443297347455,18428,1,9953
140443297424294,9953,1,-48977
140443297347455,-48977,1,55198
140443297424294,55198,1,-42961770
140443297357032,-42961770,1,-154876
140443297356411,-154876,1,43094568
140443297347455,43094568,1,-42939556
140443297356304,-42939556,1,2995576
140443297357043,2995576,2,39973221
140443297424294,39973221,1,-54297
140443297347455,-54297,1,-42914380
140443297356304,-42914380,1,-154940
140443297356411,-154940,1,43092384
140443297347455,43092384,1,-25728
140443297347455,-25728,1,-17712
140443297347455,-17712,1,-42893876
140443297357032,-42893876,1,-154924
140443297356411,-154924,1,43092768
140443297347455,43092768,1,25045
140443297424294,25045,1,-66109
140443297347455,-66109,1,8568
140443297347455,8568,1,35520
140443297347455,35520,1,-42940732
140443297356304,-42940732,1,-154940
140443297356411,-154940,1,43058304
140443297347455,43058304,1,-39908044
140443297357043,-39908044,2,39918244
140443297347455,39918244,1,37349
140443297424294,37349,1,-18365
140443297347455,-18365,1,13632
140443297347455,13632,1,22071
140443297424294,22071,1,-42968131
140443297356304,-42968131,1,-154940
140443297356411,-154940,1,43100208
140443297347455,43100208,1,-12384
140443297347455,-12384,1,-42932756
140443297357032,-42932756,1,-154924
140443297356411,-154924,1,43064952
140443297347455,43064952,1,-43072676
140443297347414,-43072676,1,43057724
140443297347455,43057724,1,22536
140443297347455,22536,1,32260
140443297425860,32260,1,-42949736
140443297356304,-42949736,1,-154940
140443297356411,-154940,1,43069032
140443297347455,43069032,1,-39919028
140443297357043,-39919028,2,39886160
140443297347414,39886160,1,10164
140443297347455,10164,1,78849
140443297424294,78849,1,-6501
140443297424294,-6501,1,-69108
140443297347455,-69108,1,20232
140443297347455,20232,1,57904
140443297347588,57904,1,-42972644
140443297356304,-42972644,1,-154940
140443297356411,-154940,1,43109772
140443297426500,43109772,1,-51756
140443297347455,-51756,1,16392
140443297347455,16392,1,21504
140443297347455,21504,1,10948
140443297424294,10948,1,-30988
140443297347455,-30988,1,-42920804
140443297357032,-42920804,1,-154924
140443297356411,-154924,1,43083576
140443297347455,43083576,1,27600
140443297424294,27600,1,-43037775
140443297349914,-43037775,1,-8585
140443297349914,-8585,1,42987680
140443297347455,42987680,1,50747
140443297424294,50747,1,-42948183
140443297356304,-42948183,1,-154940
140443297356411,-154940,1,3149748
140443297357043,3149748,2,39945132
140443297347455,39945132,1,-49368
140443297347455,-49368,1,20400
140443297347455,20400,1,58540
140443297427140,58540,1,-42969392
140443297356304,-42969392,1,42964784
140443297428420,42964784,1,-22156
140443297347455,-22156,1,4065528
140443297347455,4065528,1,-4049244
140443297428744,-4049244,1,-43113708
140443297356411,-43113708,1,43070688
140443297347455,43070688,1,-42915764
140443297357032,-42915764,1,-81260
140443297349914,-81260,1,43017016
140443297347455,43017016,1,-43028026
140443297349914,-43028026,1,42992338
140443297347455,42992338,1,-42899932
140443297356304,-42899932,1,42939316
140443297347455,42939316,1,19996
140443297424294,19996,1,-39964760
140443297357043,-39964760,2,44013508
140443297347455,44013508,1,-4057144
140443297424294,-4057144,1,-43105736
140443297356411,-43105736,1,154940
140443297356304,154940,1,42936364
140443297347455,42936364,1,22676
140443297426820,22676,1,-42524
140443297347455,-42524,1,25013206
140443297322042,25013206,0,6
140443297322048,6,0,-128
140443297321920,-128,0,60928
140443297382848,60928,0,64
140443297382912,64,0,64
140443297382976,64,0,64
140443297383040,64,0,64
140443297383104,64,0,-25127952
140443297433735,-25127952,2,25128016
140443297383168,25128016,0,-25127888
140443297434279,-25127888,2,25128008
140443297383288,25128008,0,8
140443297383296,8,0,-61184
140443297322112,-61184,0,-15639
140443297349914,-15639,1,-25009829
140443297347455,-25009829,1,-12408
140443297347455,-12408,1,66376
140443297424294,66376,1,24971564
140443297322176,24971564,0,83712
140443297405888,83712,0,-83648
140443297322240,-83648,0,92416
140443297414656,92416,0,-42880
140443297371776,-42880,0,69
140443297371845,69,0,59
140443297371904,59,0,176
140443297372080,176,0,-24968848
140443272403232,-24968848,0,32
140443272403264,32,0,272
140443272403536,272,0,3992184
140443272403300,3992184,2,-3992392
140443272403328,-3992392,0,64
140443272403392,64,0,288220372536
140443297350164,288220372536,2,-64
140443297346194,-64,2,-288220372408
140443272403456,-288220372408,0,3992240
140443272403467,3992240,2,-2944016
140443273451680,-2944016,0,32
140443273451712,32,0,-1050192
140443272401520,-1050192,0,590128
140443272991648,590128,0,32
140443272991680,32,0,-526912
140443272464768,-526912,0,64
140443272464832,64,0,24907136
140443297371968,24907136,0,-24969936
140443272402032,-24969936,0,16
140443272402048,16,0,234
140443272402282,234,0,633222
140443273035504,633222,0,16
140443273035520,16,0,64
140443273035584,64,0,64
140443273035648,64,0,-912
140443273034736,-912,0,16
140443273034752,16,0,79
140443273034831,79,0,58
140443273034889,58,0,999623
140443273034916,999623,1,-136
140443273034916,-136,1,-72
140443273034916,-72,1,-32
140443273034916,-32,1,-999328
140443273034944,-999328,0,999704
140443273034916,999704,1,-999621
140443273035027,-999621,0,349
140443273035376,349,0,29
140443273035405,29,0,-253
140443273035152,-253,0,58
140443273035210,58,0,598
140443273035808,598,0,-633504
140443272402304,-633504,0,632810
140443273035114,632810,0,-632746
140443272402368,-632746,0,86
140443272402454,86,0,42
140443272402496,42,0,306
140443272402802,306,0,14
140443272402816,14,0,68
140443272402884,68,0,60
140443272402944,60,0,146
140443272403090,146,0,46
140443272403136,46,0,-576
140443272402560,-576,0,-448
140443272402112,-448,0,3972696
140443272402118,3972696,2,-3972632
140443272402176,-3972632,0,3972600
140443272402174,3972600,2,21376
140443272402251,21376,2,6328
140443276402480,6328,0,-144
140443276402336,-144,0,32
140443276402368,32,0,3360
140443276405728,3360,0,2158352
140443278564080,2158352,0,-144
140443278563936,-144,0,32
140443278563968,32,0,18808296
140443297372264,18808296,0,-67957576
140443229414688,-67957576,0,32
140443229414720,32,0,42988912
140443272403632,42988912,0,16
140443272403648,16,0,137760
140443272541408,137760,0,32
140443272541440,32,0,3855352
140443272541441,3855352,1,-720
140443272541458,-720,1,-3855192
140443272540880,-3855192,0,48
140443272540928,48,0,71
140443272540999,71,0,121
140443272541120,121,0,-62
140443272541058,-62,0,446
140443272541504,446,0,72
140443272541576,72,0,-137864
140443272403712,-137864,0,-42341296
140443230062416,-42341296,0,48
140443230062464,48,0,-647520
140443229414944,-647520,0,-144
140443229414800,-144,0,64
140443229414864,64,0,42988912
140443272403776,42988912,0,119168
140443272522944,119168,0,-160
140443272522784,-160,0,32
140443272522816,32,0,64
140443272522880,64,0,-119040
140443272403840,-119040,0,-42995152
140443229408688,-42995152,0,16
140443229408704,16,0,-13072
140443229395632,-13072,0,3064016
140443272522784,3064016,2,-2976240
140443229483408,-2976240,0,-208
140443229483200,-208,0,2904896
140443229483218,2904896,2,38632
140443229483224,38632,2,-2956264
140443229470464,-2956264,0,-75360
140443229395104,-75360,0,43984048
140443273379152,43984048,0,48
140443273379200,48,0,64
140443273379264,64,0,-43983384
140443229395880,-43983384,0,43986472
140443273382352,43986472,0,-43973584
140443229408768,-43973584,0,3012632
140443229408765,3012632,1,-3012534
140443229408866,-3012534,0,330926
140443229739792,330926,0,-344944
140443229394848,-344944,0,43055392
140443272450240,43055392,0,64
140443272450304,64,0,176
140443272450480,176,0,16
140443272450496,16,0,-49088
140443272401408,-49088,0,560352
140443272961760,560352,0,-42798454
140443272961786,-42798454,1,42798486
140443272961792,42798486,0,1096910
140443272961790,1096910,1,-1520702
140443272538000,-1520702,0,-136848
140443272401152,-136848,0,591248
140443272992400,591248,0,1058467
140443272992438,1058467,1,-1058419
140443272992448,-1058419,0,-454400
140443272538048,-454400,0,80
140443272538128,80,0,48
140443272538176,48,0,1322816
140443273860992,1322816,0,112
140443273861104,112,0,16
140443273861120,16,0,226820
140443273861165,226820,1,-224420
140443273863520,-224420,0,1472
140443273864992,1472,0,32
140443273865024,32,0,-1414464
140443272450560,-1414464,0,64
140443272450624,64,0,539952
140443272990576,539952,0,16
140443272990592,16,0,64
140443272990656,64,0,-539968
140443272450688,-539968,0,1872
140443272452560,1872,0,48
140443272452608,48,0,304
140443272452912,304,0,1411808
140443273864720,1411808,0,48
140443273864768,48,0,64
140443273864832,64,0,-1411904
140443272452928,-1411904,0,509490
140443272962418,509490,0,14
140443272962432,14,0,1089017
140443272962422,1089017,1,-1598777
140443272452672,-1598777,0,469552
140443272922224,469552,0,16
140443272922240,16,0,1035136
140443272922269,1035136,1,-1556288
140443272401088,-1556288,0,567584
140443272968672,567584,0,32
140443272968704,32,0,768
140443272969472,768,0,-46740
140443272922732,-46740,0,-469996
140443272452736,-469996,0,64
140443272452800,64,0,4000
140443272456800,4000,0,32
140443272456832,32,0,753632
140443273210464,753632,0,32
140443273210496,32,0,192
140443273210688,192,0,826924
140443273210707,826924,1,-826281
140443273211331,-826281,0,196829
140443273408160,196829,0,-197408
140443273210752,-197408,0,-753776
140443272456976,-753776,0,640
140443272457616,640,0,-56656
140443272400960,-56656,0,590160
140443272991120,590160,0,48
140443272991168,48,0,-507696
140443272483472,-507696,0,48
140443272483520,48,0,1481994
140443272483523,1481994,1,-30
140443272483523,-30,1,-50
140443272483523,-50,1,-1563834
140443272401600,-1563834,0,482848
140443272884448,482848,0,512
140443272884960,512,0,-2096
140443272882864,-2096,0,16
140443272882880,16,0,3491748
140443272882875,3491748,1,-3491300
140443272883328,-3491300,0,-22576
140443272860752,-22576,0,665
140443272861417,665,0,23
140443272861440,23,0,871152
140443273732592,871152,0,16
140443273732608,16,0,-1331296
140443272401312,-1331296,0,24999216
140443297400528,24999216,0,48
140443297400576,48,0,64
140443297400640,64,0,-30976
140443297369664,-30976,0,64
140443297369728,64,0,64
140443297369792,64,0,64
140443297369856,64,0,-68150592
140443297347319,-68150592,1,8352
140443297347414,8352,1,68142304
140443297369920,68142304,0,30784
140443297400704,30784,0,-12528
140443297388176,-12528,0,48
140443297388224,48,0,96
140443297388320,96,0,-23655648
140443273732672,-23655648,0,64
140443273732736,64,0,64
140443273732800,64,0,64
140443273732864,64,0,71
140443273732935,71,0,-1450689
140443273732872,-1450689,1,264
140443273732872,264,1,120
140443273732872,120,1,122
140443273732905,122,1,262
140443273732872,262,1,122
140443273732905,122,1,142
140443273732872,142,1,120
140443273732872,120,1,122
140443273732905,122,1,142
140443273732872,142,1,242
140443273732905,242,1,454
140443273732872,454,1,122
140443273732905,122,1,142
140443273732872,142,1,504
140443273732872,504,1,122
140443273732905,122,1,646
140443273732872,646,1,768
140443273732872,768,1,768
140443273732872,768,1,122
140443273732905,122,1,526
140443273732872,526,1,120
140443273732872,120,1,122
140443273732905,122,1,128
140443273732824,128,1,398
140443273732872,398,1,120
140443273732872,120,1,384
140443273732872,384,1,264
140443273732872,264,1,242
140443273732905,242,1,128
140443273732824,128,1,-16128
140443273732855,-16128,1,16262
140443273732872,16262,1,122
140443273732905,122,1,142
140443273732872,142,1,242
140443273732905,242,1,262
140443273732872,262,1,264
140443273732872,264,1,120
140443273732872,120,1,122
140443273732905,122,1,142
140443273732872,142,1,120
140443273732872,120,1,648
140443273732872,648,1,370
140443273732824,370,1,384
140443273732824,384,1,398
140443273732872,398,1,242
140443273732905,242,1,646
140443273732872,646,1,506
140443273732905,506,1,128
140443273732824,128,1,256
140443273732905,256,1,142
140443273732872,142,1,120
140443273732872,120,1,122
140443273732905,122,1,384
140443273732905,384,1,384
140443273732905,384,1,128
140443273732824,128,1,384
140443273732824,384,1,134
140443273732872,134,1,264
140443273732872,264,1,120
140443273732872,120,1,264
140443273732872,264,1,120
140443273732872,120,1,264
140443273732872,264,1,370
140443273732824,370,1,134
140443273732872,134,1,122
140443273732905,122,1,142
140443273732872,142,1,504
140443273732872,504,1,122
140443273732905,122,1,142
140443273732872,142,1,120
140443273732872,120,1,122
140443273732905,122,1,142
140443273732872,142,1,120
140443273732872,120,1,250
140443273732824,250,1,134
140443273732872,134,1,264
140443273732872,264,1,370
140443273732824,370,1,640
140443273732905,640,1,262
140443273732872,262,1,122
140443273732905,122,1,142
140443273732872,142,1,818
140443273732905,818,1,128
140443273732824,128,1,256
140443273732905,256,1,128
140443273732824,128,1,518
140443273732872,518,1,122
140443273732905,122,1,262
140443273732872,262,1,384
140443273732872,384,1,122
140443273732905,122,1,262
140443273732872,262,1,122
140443273732905,122,1,262
140443273732872,262,1,264
140443273732872,264,1,120
140443273732872,120,1,122
140443273732905,122,1,262
140443273732872,262,1,122
140443273732905,122,1,128
140443273732824,128,1,256
140443273732905,256,1,262
140443273732872,262,1,122
140443273732905,122,1,142
140443273732872,142,1,242
140443273732905,242,1,262
140443273732872,262,1,384
140443273732872,384,1,122
140443273732905,122,1,142
140443273732872,142,1,120
140443273732872,120,1,384
140443273732872,384,1,264
140443273732872,264,1,120
140443273732872,120,1,506
140443273732905,506,1,262
140443273732872,262,1,506
140443273732905,506,1,384
140443273732905,384,1,262
140443273732872,262,1,648
140443273732872,648,1,120
