pc,delta_in,type,delta_out
13942592,64,0,64
13942656,64,0,104
13942760,104,0,-21288
13921472,-21288,0,4168888
13352550,4168888,2,-4168824
13921536,-4168824,0,4168512
13921564,4168512,2,-4168448
13921600,-4168448,0,64
13921664,64,0,906327
13921684,906327,1,-47
13921701,-47,1,-906216
13921728,-906216,0,4168448
13591716,4168448,2,-4168384
13921792,-4168384,0,-219072
13702720,-219072,0,64
13702784,64,0,-141696
13561088,-141696,0,141803
13702891,141803,0,21
13702912,21,0,256
13703168,256,0,80
13703248,80,0,-20800
13682448,-20800,0,-122656
13559792,-122656,0,16
13559808,16,0,140735145303011
13559829,140735145303011,1,-140735145302931
13559888,-140735145302931,0,48
13559936,48,0,64
13560000,64,0,79
13560079,79,0,49
13560128,49,0,64
13560192,64,0,64
13560256,64,0,122240
13682496,122240,0,4288952
13682494,4288952,2,-4797128
13174320,-4797128,0,16
13174336,16,0,4748128
13174341,4748128,1,-4693024
13229440,-4693024,0,4842432
13229481,4842432,1,-4842356
13229516,-4842356,0,-620
13228896,-620,0,4835892
13228896,4835892,1,-97732
13228921,-97732,1,-4738128
13228928,-4738128,0,87
13229015,87,0,121
13229136,121,0,-62
13229074,-62,0,4842790
13229081,4842790,1,-4842296
13229568,-4842296,0,-71168
13158400,-71168,0,1984
13160384,1984,0,64
13160448,64,0,-874880
12285568,-874880,0,64
12285632,64,0,64
12285696,64,0,5765224
12285694,5765224,1,-84464
12285704,-84464,2,-13752840
4213616,-13752840,0,16
4213632,16,0,8942288
13155920,8942288,0,1678808
13155925,1678808,1,-1679000
13155728,-1679000,0,4820432
13155736,4820432,2,-4820384
13155776,-4820384,0,4907248
12246480,4907248,1,-5816496
12246528,-5816496,0,-8033040
4213488,-8033040,0,16
4213504,16,0,8947008
13160512,8947008,0,-8949152
4211360,-8949152,0,-12000
4199360,-12000,0,140735154659272
4199418,140735154659272,2,-140735146555592
12303040,-140735146555592,0,140735146555576
12303042,140735146555576,2,-140735140796396
12303076,-140735140796396,1,-5759103
12303117,-5759103,0,5755771
12303131,5755771,2,-5755720
12303168,-5755720,0,5665760
12303207,5665760,1,-5665696
12303232,-5665696,0,14592
12317824,14592,0,140735146540728
12317826,140735146540728,2,-140735146540840
12317712,-140735146540840,0,-48992
12268720,-48992,0,5782304
12268720,5782304,1,-5782288
12268736,-5782288,0,-368
12268368,-368,0,140735146590120
12268403,140735146590120,2,-140735146590040
12268448,-140735146590040,0,80
12268528,80,0,16
12268544,16,0,5168
12273712,5168,0,16
12273728,16,0,43920
12317648,43920,0,140735146540776
12317664,140735146540776,2,-140735146545064
12313360,-140735146545064,0,5743376
12313391,5743376,2,-5743328
12313408,-5743328,0,140735146544952
12313410,140735146544952,2,-140735140802168
12313424,-140735140802168,2,128
12313424,128,2,128
12313424,128,2,-640
12313464,-640,2,-5742336
12313472,-5742336,0,5742464
12313464,5742464,2,128
12313464,128,2,544
12313504,544,2,-5743072
12313536,-5743072,0,140735146544744
12313538,140735146544744,2,-140735146560680
12297600,-140735146560680,0,1980274
12313543,1980274,1,-1401570
12876304,-1401570,0,5178936
12876316,5178936,2,-5757720
12297520,-5757720,0,32
12297552,32,0,140735146560680
12297566,140735146560680,2,-80
12268544,-80,2,-140735146562152
12296000,-140735146562152,0,5152
12301152,5152,0,868400
13169552,868400,0,140735145688552
13169560,140735145688552,2,-396
13169578,-396,2,-140735145688108
13169600,-140735145688108,0,1744
13171344,1744,0,-1214
13170130,-1214,0,1028780
13170166,1028780,1,-1028734
13170176,-1028734,0,1122
13171298,1122,0,-294946
12876352,-294946,0,5086168
12876366,5086168,1,-5086104
12876416,-5086104,0,5179385
12876415,5179385,2,-264
12876432,-264,2,-177
12876452,-177,2,-5178880
12876480,-5178880,0,5179136
12876495,5179136,2,-5756912
12298704,-5756912,0,-64
12298640,-64,0,112
12298752,112,0,267
12299019,267,0,229
12299248,229,0,16
12299264,16,0,112
12299376,112,0,14224
12313600,14224,0,13584
12327184,13584,0,5727912
12327201,5727912,2,-5727864
12327232,-5727864,0,5729616
12298640,5729616,1,-5743184
12313664,-5743184,0,5739336
12313660,5739336,2,-5739272
12313728,-5739272,0,5739400
12313772,5739400,2,-5739336
12313792,-5739336,0,5741376
12313796,5741376,2,-5167728
12887440,-5167728,0,208
12887648,208,0,32
12887680,32,0,1404024
12887712,1404024,1,3674824
12887741,3674824,1,-5078784
12887744,-5078784,0,-169
12887575,-169,0,5173977
12298640,5173977,1,-5747696
12313856,-5747696,0,5748616
12298640,5748616,1,-5748552
12313920,-5748552,0,64
12313984,64,0,5738785
12314015,5738785,2,-5738721
12314048,-5738721,0,64
12314112,64,0,64
12314176,64,0,5740856
12314181,5740856,2,-5161672
12893360,-5161672,0,16
12893376,16,0,520
12893896,520,0,56
12893952,56,0,64
12894016,64,0,1397813
12894029,1397813,1,-1397749
12894080,-1397749,0,-579840
12314240,-579840,0,5738632
12314257,5738632,2,-5738568
12314304,-5738568,0,64
12314368,64,0,64
12314432,64,0,577488
12891920,577488,0,536
12892456,536,0,24
12892480,24,0,64
12892544,64,0,64
12892608,64,0,-578112
12314496,-578112,0,64
12314560,64,0,5737768
12314598,5737768,2,-5737704
12314624,-5737704,0,64
12314688,64,0,5737728
12314729,5737728,2,-5737664
12314752,-5737664,0,64
12314816,64,0,64
12314880,64,0,5737664
12314905,5737664,2,-5737600
12314944,-5737600,0,64
12315008,64,0,64
12315072,64,0,5737600
12315081,5737600,2,-5737536
12315136,-5737536,0,498816
12813952,498816,0,5241008
12813966,5241008,2,-5240944
12814016,-5240944,0,94400
12908416,94400,0,1248
12909664,1248,0,32
12909696,32,0,64
12909760,64,0,64
12909824,64,0,64
12909888,64,0,64
12909952,64,0,64
12910016,64,0,64
12910080,64,0,64
12910144,64,0,64
12910208,64,0,5152248
12298640,5152248,1,-5747256
12315200,-5747256,0,64
12315264,64,0,259136
12574400,259136,0,5480488
12574417,5480488,2,-5291352
12763536,-5291352,0,5290008
12763553,5290008,2,-5289960
12763584,-5289960,0,151392
12914976,151392,0,258288
13173264,258288,0,48
13173312,48,0,4791704
13173328,4791704,1,-4791640
13173376,-4791640,0,64
13173440,64,0,64
13173504,64,0,4791296
13173499,4791296,1,-4791232
13173568,-4791232,0,64
13173632,64,0,-258603
12915029,-258603,0,683627
13598656,683627,0,64
13598720,64,0,4454912
12915008,4454912,2,-5138458
12915174,-5138458,0,683034
13598208,683034,0,143
13598351,143,0,-683279
12915072,-683279,0,5138688
12915063,5138688,2,128
12915063,128,2,128
12915063,128,2,128
12915063,128,2,-4455872
13598272,-4455872,0,4364128
13598278,4364128,1,-4363800
13598600,-4363800,0,4323768
13598294,4323768,1,40416
13598298,40416,1,-4258656
13704128,-4258656,0,14896
13719024,14896,0,4335248
12915063,4335248,2,128
12915063,128,2,128
12915063,128,2,128
12915063,128,2,-5141200
12913456,-5141200,0,64
12913520,64,0,16
12913536,16,0,136
12913672,136,0,770808
13684480,770808,0,608784
13561046,608784,1,-608720
13684544,-608720,0,1083360
13561046,1083360,1,-1325968
13441936,-1325968,0,1308924
13441965,1308924,1,-1305660
13445200,-1305660,0,4477400
13684576,4477400,1,440
13684583,440,1,-4475457
13447583,-4475457,0,33
13447616,33,0,-533984
12913632,-533984,0,128
12913760,128,0,531680
13445440,531680,0,4609344
12915138,4609344,2,-3223672
13561046,-3223672,1,-12547
13561046,-12547,1,3148355
13173599,3148355,1,-5651592
12315328,-5651592,0,12016
12327344,12016,0,16
12327360,16,0,5726040
12327361,5726040,2,-5738008
12315392,-5738008,0,5736584
12315410,5736584,2,-5736520
12315456,-5736520,0,64
12315520,64,0,572704
12888224,572704,0,32
12888256,32,0,136
12888392,136,0,56
12888448,56,0,5163648
12888452,5163648,2,128
12888484,128,2,-5163886
12888338,-5163886,0,5173774
12298640,5173774,1,-5746528
12315584,-5746528,0,5745832
12298640,5745832,1,-5745768
12315648,-5745768,0,64
12315712,64,0,64
12315776,64,0,5735880
12315771,5735880,2,-5735816
12315840,-5735816,0,64
12315904,64,0,5735896
12315930,5735896,2,1536
12315937,1536,2,-5156344
12896992,-5156344,0,32
12897024,32,0,600
12897624,600,0,40
12897664,40,0,64
12897728,64,0,64
12897792,64,0,-209
12897583,-209,0,-581615
12315968,-581615,0,64
12316032,64,0,64
12316096,64,0,5735808
12316144,5735808,2,-5735744
12316160,-5735744,0,579184
12895344,579184,0,16
12895360,16,0,616
12895976,616,0,24
12896000,24,0,64
12896064,64,0,64
12896128,64,0,-193
12895935,-193,0,-579711
12316224,-579711,0,64
12316288,64,0,5737016
12316304,5737016,2,-5736952
12316352,-5736952,0,5734888
12316356,5734888,2,-5734824
12316416,-5734824,0,64
12316480,64,0,5734848
12316487,5734848,2,-5734784
12316544,-5734784,0,64
12316608,64,0,64
12316672,64,0,5734784
12316663,5734784,2,-5734720
12316736,-5734720,0,64
12316800,64,0,5734784
12316839,5734784,2,-5734720
12316864,-5734720,0,151664
12468528,151664,0,16
12468544,16,0,442304
12910848,442304,0,1240
12912088,1240,0,40
12912128,40,0,64
12912192,64,0,64
12912256,64,0,64
12912320,64,0,64
12912384,64,0,64
12912448,64,0,64
12912512,64,0,64
12912576,64,0,64
12912640,64,0,-595712
12316928,-595712,0,64
12316992,64,0,334624
12651616,334624,0,32
12651648,32,0,-334592
12317056,-334592,0,64
12317120,64,0,64
12317184,64,0,283408
12600592,283408,0,48
12600640,48,0,5461336
12600639,5461336,2,-5162824
12899152,-5162824,0,208
12899360,208,0,32
12899392,32,0,64
12899456,64,0,-169
12899287,-169,0,-297159
12602128,-297159,0,-1424
12600704,-1424,0,64
12600768,64,0,2048
12602816,2048,0,-1984
12600832,-1984,0,5461080
12600839,5461080,2,-5740920
12320992,-5740920,0,32
12321024,32,0,504
12321528,504,0,8
12321536,8,0,64
12321600,64,0,64
12321664,64,0,281136
12602800,281136,0,-1904
12600896,-1904,0,64
12600960,64,0,-281408
12319552,-281408,0,536
12320088,536,0,40
12320128,40,0,64
12320192,64,0,64
12320256,64,0,282240
12602496,282240,0,64
12602560,64,0,64
12602624,64,0,5459256
12602625,5459256,2,-5459192
12602688,-5459192,0,213040
12815728,213040,0,16
12815744,16,0,-214498
12601246,-214498,0,34
12601280,34,0,5460472
12601300,5460472,2,-5460408
12601344,-5460408,0,298592
12899936,298592,0,32
12899968,32,0,136
12900104,136,0,56
12900160,56,0,-110
12900050,-110,0,-297570
12602480,-297570,0,-1072
12601408,-1072,0,64
12601472,64,0,5459896
12298640,5459896,1,320
12601518,320,2,-5460152
12601536,-5460152,0,-276912
12324624,-276912,0,48
12324672,48,0,584
12325256,584,0,56
12325312,56,0,64
12325376,64,0,64
12325440,64,0,-225
12325215,-225,0,276385
12601600,276385,0,-278624
12322976,-278624,0,32
12323008,32,0,600
12323608,600,0,40
12323648,40,0,64
12323712,64,0,64
12323776,64,0,-209
12323567,-209,0,278097
12601664,278097,0,512
12602176,512,0,64
12602240,64,0,64
12602304,64,0,64
12602368,64,0,-132080
12470288,-132080,0,48
12470336,48,0,131598
12601934,131598,0,50
12601984,50,0,64
12602048,64,0,-284800
12317248,-284800,0,64
12317312,64,0,64
12317376,64,0,64
12317440,64,0,320
12317760,320,0,192
12317952,192,0,5740832
12303254,5740832,2,-5755488
12303296,-5755488,0,64
12303360,64,0,5755328
12303377,5755328,2,-5755264
12303424,-5755264,0,64
12303488,64,0,456496
12759984,456496,0,16
12760000,16,0,5300720
12760002,5300720,2,-5300656
12760064,-5300656,0,5300736
12760087,5300736,2,-5300672
12760128,-5300672,0,5300800
12303540,5300800,2,-5757376
12303552,-5757376,0,64
12303616,64,0,110288
12413904,110288,0,473312
12887216,473312,0,16
12887232,16,0,-589248
12297984,-589248,0,64
12298048,64,0,589248
12887296,589248,0,-589184
12298112,-589184,0,114672
12412784,114672,0,16
12412800,16,0,412336
12825136,412336,0,16
12825152,16,0,58432
12883584,58432,0,5070696
12883619,5070696,1,-5070632
12883648,-5070632,0,5070528
12883682,5070528,1,-5070464
12883712,-5070464,0,5077216
12883710,5077216,1,-5080320
12880608,-5080320,0,32
12880640,32,0,64
12880704,64,0,672
12881376,672,0,5057080
12881381,5057080,1,-3650904
12881394,-3650904,1,-1406144
12881408,-1406144,0,534480
13415888,534480,0,48
13415936,48,0,-534464
12881472,-534464,0,2322
12883794,2322,0,-66306
12817488,-66306,0,48
12817536,48,0,7920
12825456,7920,0,16
12825472,16,0,5133392
12883619,5133392,1,-1024
12883682,-1024,1,-22216
12883710,-22216,1,-5648088
12287536,-5648088,0,16
12287552,16,0,144
12287696,144,0,533392
12821088,533392,0,32
12821120,32,0,4416
12825536,4416,0,5133208
12883619,5133208,1,-928
12883682,-928,1,-5132216
12825600,-5132216,0,-412736
12412864,-412736,0,408320
12821184,408320,0,-407232
12413952,-407232,0,5647104
12760054,5647104,2,128
12760080,128,2,-5757504
12303680,-5757504,0,64
12303744,64,0,5756688
12760002,5756688,2,112
12760087,112,2,-5756736
12303808,-5756736,0,64
12303872,64,0,5756272
12760002,5756272,2,80
12760087,80,2,128
12303922,128,2,-5756416
12303936,-5756416,0,64
12304000,64,0,5753832
12304046,5753832,2,-5753768
12304064,-5753768,0,64
12304128,64,0,5753600
12304159,5753600,2,-5753536
12304192,-5753536,0,64
12304256,64,0,5753376
12304282,5753376,2,-5753312
12304320,-5753312,0,64
12304384,64,0,5755184
12760002,5755184,2,80
12760087,80,2,-5755200
12304448,-5755200,0,5755328
12304445,5755328,2,-5755264
12304512,-5755264,0,111680
12416192,111680,0,-1008
12415184,-1008,0,63952
12479136,63952,0,32
12479168,32,0,5475208
12883619,5475208,1,-5482328
12472048,-5482328,0,16
12472064,16,0,7392
12479456,7392,0,32
12479488,32,0,5466240
12883619,5466240,1,-1096
12883682,-1096,1,-5529400
12415232,-5529400,0,59856
12475088,59856,0,48
12475136,48,0,4416
12479552,4416,0,5466056
12883619,5466056,1,-5470408
12475200,-5470408,0,-58944
12416256,-58944,0,5643648
12760054,5643648,2,128
12760080,128,2,-5755456
12304576,-5755456,0,64
12304640,64,0,5754640
12760002,5754640,2,112
12760087,112,2,-5754688
12304704,-5754688,0,64
12304768,64,0,5754240
12760018,5754240,2,128
12760087,128,2,-5754304
12304832,-5754304,0,64
12304896,64,0,88
12304984,88,0,-8046168
4258816,-8046168,0,140735154599936
4258835,140735154599936,2,-140735144642264
13561046,-140735144642264,1,-9963114
4253374,-9963114,0,2
4253376,2,0,7436016
11689392,7436016,0,16
11689408,16,0,6338024
11689418,6338024,2,-6337960
11689472,-6337960,0,-800
11688672,-800,0,32
11688704,32,0,464
11689168,464,0,80
11689248,80,0,-944
11688304,-944,0,16
11688320,16,0,256
11688576,256,0,605712
12294288,605712,0,5796152
13352550,5796152,2,-6400904
11689536,-6400904,0,620032
12309568,620032,0,688
12310256,688,0,-624
12309632,-624,0,82
12309714,82,0,-620098
11689616,-620098,0,48
11689664,48,0,620432
12310096,620432,0,-621700
11688396,-621700,0,52
11688448,52,0,6402152
13352550,6402152,2,-5780328
12310272,-5780328,0,1135440
13445712,1135440,0,-1135864
12309848,-1135864,0,40
12309888,40,0,-621364
11688524,-621364,0,6402236
13352550,6402236,2,-40
11689544,-40,2,-4645770
13444950,-4645770,0,-9245206
4199744,-9245206,0,13865152
13229536,13865152,2,-12026544
6038352,-12026544,0,48
6038400,48,0,8150048
13561046,8150048,1,-9927216
4261232,-9927216,0,13770648
4261232,13770648,1,-13770624
4261256,-13770624,0,8028312
12289568,8028312,0,32
12289600,32,0,64
12289664,64,0,-8028352
4261312,-8028352,0,8028656
12289968,8028656,0,16
12289984,16,0,-8028608
4261376,-8028608,0,6279344
10540720,6279344,0,16
10540736,16,0,187
10540923,187,0,5
10540928,5,0,-4502464
6038464,-4502464,0,584
6039048,584,0,-351
6038697,-351,0,12052223
13352550,12052223,2,-12052200
6038720,-12052200,0,5611216
11649936,5611216,0,496
11650432,496,0,80
11650512,80,0,-944
11649568,-944,0,32
11649600,32,0,240
11649840,240,0,64
11649904,64,0,-5611120
6038784,-5611120,0,69
6038853,69,0,-1839045
4199808,-1839045,0,6340992
10540800,6340992,0,2904192
13444992,2904192,0,-7406440
6038552,-7406440,0,47
6038599,47,0,345
6038944,345,0,32
6038976,32,0,7406656
13445632,7406656,0,4645448
13352550,4645448,2,-40
6038734,-40,2,-5781280
12309760,-5781280,0,304
12310064,304,0,5717320
4199861,5717320,2,-13827512
4199872,-13827512,0,9988520
13561046,9988520,1,-743000
13445392,-743000,0,-1795408
11649984,-1795408,0,576
11650560,576,0,-147
11650413,-147,0,-7397309
4253104,-7397309,0,16
4253120,16,0,13838152
13352550,13838152,2,-40
6038734,-40,2,-5781280
12309952,-5781280,0,-20480
12289472,-20480,0,1073312
13362784,1073312,0,32
13362816,32,0,64
13362880,64,0,64
13362944,64,0,1000
13363944,1000,0,24
13363968,24,0,-856
13363112,-856,0,24
13363136,24,0,-9163200
4199936,-9163200,0,9988400
13561046,9988400,1,-742511
13445825,-742511,0,1719
13447544,1719,0,4643872
13352550,4643872,2,-6441320
11650096,-6441320,0,659248
12309344,659248,0,-192
12309152,-192,0,35
12309187,35,0,-659075
11650112,-659075,0,65
11650177,65,0,6441367
13352550,6441367,2,-13891544
4200000,-13891544,0,9988272
13561046,9988272,1,-742063
13446209,-742063,0,4645463
13352550,4645463,2,-4646103
13445569,-4646103,0,4646215
13352550,4646215,2,-13891720
4200064,-13891720,0,9988144
13561046,9988144,1,-741743
13446465,-741743,0,4645479
13352550,4645479,2,-4645863
13446081,-4645863,0,4645975
13352550,4645975,2,-13891928
4200128,-13891928,0,13827192
4200125,13827192,2,-3839176
13561046,-3839176,1,-741807
13446337,-741807,0,4645847
13352550,4645847,2,128
13352550,128,2,-13892120
4200192,-13892120,0,9987872
13561046,9987872,1,-741455
13446609,-741455,0,4645831
13352550,4645831,2,-13829000
4263440,-13829000,0,13768368
4263481,13768368,2,-13768320
4263488,-13768320,0,9953088
13561080,9953088,1,-9953024
4263552,-9953024,0,-63296
4200256,-63296,0,13831456
4263481,13831456,2,-96
4263481,-96,2,33408
13229536,33408,2,-3877000
13561046,-3877000,1,-742872
13445152,-742872,0,4647464
13352550,4647464,2,-40
6038734,-40,2,-27424
13229536,-27424,2,-37912
4200550,-37912,2,-13826600
4200640,-13826600,0,13826536
4200667,13826536,2,-3840248
13561046,-3840248,1,-741615
13445313,-741615,0,-1135169
12310144,-1135169,0,-8109440
4200704,-8109440,0,13892072
13352550,13892072,2,128
13352550,128,2,-3838256
13561046,-3838256,1,-693384
13561264,-693384,0,16
13561280,16,0,693440
13561300,693440,1,-693372
13561348,-693372,0,60
13561408,60,0,4531592
13352550,4531592,2,-13892232
4200768,-13892232,0,6307248
10508016,6307248,0,16
10508032,16,0,7519056
10508038,7519056,2,-7518992
10508096,-7518992,0,7348800
13588652,7348800,1,208384
13229536,208384,2,-13864448
4200832,-13864448,0,1902112
6102944,1902112,0,32
6102976,32,0,8083722
13561046,8083722,1,-9887530
4299168,-9887530,0,13732048
4299168,13732048,1,-13732016
4299200,-13732016,0,64
4299264,64,0,1803776
6103040,1803776,0,4475120
10578160,4475120,0,16
10578176,16,0,187
10578363,187,0,5
10578368,5,0,-4474728
6103640,-4474728,0,-351
6103289,-351,0,7
6103296,7,0,64
6103360,64,0,5557280
11660640,5557280,0,32
11660672,32,0,464
11661136,464,0,80
11661216,80,0,-944
11660272,-944,0,16
11660288,16,0,256
11660544,256,0,-5557120
6103424,-5557120,0,-1902528
4200896,-1902528,0,9985752
13561046,9985752,1,-3608408
10578240,-3608408,0,-4475096
6103144,-4475096,0,56
6103200,56,0,11989960
13352550,11989960,2,-6432424
11660736,-6432424,0,512
11661248,512,0,-131
11661117,-131,0,6365947
4200949,6365947,2,-13826104
4200960,-13826104,0,9985645
13561046,9985645,1,-8083069
6103536,-8083069,0,16
6103552,16,0,11961856
13229536,11961856,2,-13864384
4201024,-13864384,0,9985528
13561046,9985528,1,3906768
13352550,3906768,2,-40
6103326,-40,2,-6432480
11660800,-6432480,0,81
11660881,81,0,-7459793
4201088,-7459793,0,13655776
13588279,13655776,1,-13655712
4201152,-13655712,0,1902672
6103824,1902672,0,48
6103872,48,0,8082603
13561046,8082603,1,-9886875
4299600,-9886875,0,13731552
4299600,13731552,1,-13731504
4299648,-13731504,0,64
4299712,64,0,13765824
13229536,13765824,2,-7486672
10578864,-7486672,0,16
10578880,16,0,187
10579067,187,0,5
10579072,5,0,-4475136
6103936,-4475136,0,584
6104520,584,0,-351
6104169,-351,0,11989311
13352550,11989311,2,-11989288
6104192,-11989288,0,5557536
11661728,5557536,0,32
11661760,32,0,464
11662224,464,0,80
11662304,80,0,-944
11661360,-944,0,16
11661376,16,0,256
11661632,256,0,-5557376
6104256,-5557376,0,69
6104325,69,0,-1903109
4201216,-1903109,0,13825784
4201238,13825784,2,-7448056
10578944,-7448056,0,-4474920
6104024,-4474920,0,47
6104071,47,0,345
6104416,345,0,32
6104448,32,0,-1903168
4201280,-1903168,0,9985144
13561046,9985144,1,3907216
13352550,3907216,2,-40
6104206,-40,2,-6431776
11661824,-6431776,0,512
11662336,512,0,-131
11662205,-131,0,-7460861
4201344,-7460861,0,13829632
4258835,13829632,2,-13829568
4201408,-13829568,0,13864256
13229536,13864256,2,-3880528
13561046,-3880528,1,3908664
13352550,3908664,2,-62856
4258835,-62856,2,-13829472
4201472,-13829472,0,64
4201536,64,0,6460624
10662160,6460624,0,3534809
13561046,3534809,1,-3534761
10662208,-3534761,0,-6112
10656096,-6112,0,32
10656128,32,0,96
10656224,96,0,32
10656256,32,0,-6454656
4201600,-6454656,0,6460416
10662016,6460416,0,7368864
10662074,7368864,2,-7368800
10662080,-7368800,0,-6460416
4201664,-6460416,0,6454064
10655728,6454064,0,16
10655744,16,0,68
10655812,68,0,220
10656032,220,0,-160
10655872,-160,0,85
10655957,85,0,-6454229
4201728,-6454229,0,64
4201792,64,0,13864000
13229536,13864000,2,-34976
4258835,-34976,2,-3845840
13561046,-3845840,1,-9983120
4201856,-9983120,0,6459712
10661568,6459712,0,-173744
10487824,-173744,0,48
10487872,48,0,80
10487952,80,0,7605944
13352550,7605944,2,-7605872
10488024,-7605872,0,173608
10661632,173608,0,7433320
13352550,7433320,2,-48
13591878,-48,2,-888
13591907,-888,2,128
13591907,128,2,128
13591907,128,2,128
13591907,128,2,128
13591907,128,2,128
13591907,128,2,128
13591907,128,2,-13892864
4201920,-13892864,0,10000933
13561046,10000933,1,-5289
13561046,-5289,1,3897516
13352550,3897516,2,-64328
10662074,-64328,2,-13828768
4201984,-13828768,0,64
4202048,64,0,13893144
13352550,13893144,2,-13893080
4202112,-13893080,0,64
4202176,64,0,13824696
4202172,13824696,2,69104
13352550,69104,2,-13893736
4202240,-13893736,0,64
4202304,64,0,13763784
4202326,13763784,1,-95536
4202343,-95536,1,-4202200
13668352,-4202200,0,304
13668656,304,0,-80
13668576,-80,0,1091216
13668595,1091216,1,-1090629
13669163,-1090629,0,11557
13680720,11557,0,-49568
13631152,-49568,0,49616
13680768,49616,0,3952
13684720,3952,0,16
13684736,16,0,-3904
13680832,-3904,0,64
13680896,64,0,140735145169144
13680908,140735145169144,2,-140735146571832
12278208,-140735146571832,0,140735146571768
12278224,140735146571768,2,-140735146571704
12278272,-140735146571704,0,1402016
13680288,1402016,0,32
13680320,32,0,-242768
13437552,-242768,0,16
13437568,16,0,784
13438352,784,0,242056
13680408,242056,0,-9484608
4195800,-9484608,0,9484648
13680448,9484648,0,-1404832
12275616,-1404832,0,1404896
13680512,1404896,0,-242224
13438288,-242224,0,242672
13680960,242672,0,-449152
13231808,-449152,0,2016
13233824,2016,0,32
13233856,32,0,64
13233920,64,0,1540161
13233916,1540161,1,-1540097
13233984,-1540097,0,528
13234512,528,0,-144
13234368,-144,0,-320
13234048,-320,0,1495520
13234050,1495520,1,-120
13234054,-120,1,-1495287
13234161,-1495287,0,35
13234196,35,0,1539879
13234175,1539879,1,-1539779
13234296,-1539779,0,8
13234304,8,0,446872
13681176,446872,0,1092829
13234175,1092829,1,-1092789
13681216,-1092789,0,-192
13681024,-192,0,64
13681088,64,0,-1405296
12275792,-1405296,0,5821864
13352550,5821864,2,-1592
4288707,-1592,2,1736
13352550,1736,2,-13810440
4287360,-13810440,0,64
4287424,64,0,8517280
12804704,8517280,0,5293024
12804708,5293024,2,-13810240
4287488,-13810240,0,8312080
12599568,8312080,0,-362768
12236800,-362768,0,1552
12238352,1552,0,48
12238400,48,0,160
12238560,160,0,-47
12238513,-47,0,-1645
12236868,-1645,0,1436668
13673536,1436668,0,-1435288
12238248,-1435288,0,-1242
12237006,-1242,0,50
12237056,50,0,64
12237120,64,0,64
12237184,64,0,1434
12238618,1434,0,38
12238656,38,0,1437616
13676272,1437616,0,16
13676288,16,0,112
13676400,112,0,-1437680
12238720,-1437680,0,1437824
13676544,1437824,0,-1437696
12238848,-1437696,0,140322806341024
12238855,140322806341024,2,-1672
12238865,-1672,2,-140322806339288
12238912,-140322806339288,0,140322806340560
12238907,140322806340560,2,268
12238927,268,2,-140322804881804
13697936,-140322804881804,0,140735145160104
13372344,140735145160104,2,-140735145484968
13373072,-140735145484968,0,76
13373148,76,0,140735145484828
13348969,140735145484828,2,-72
13350320,-72,2,-140735140759752
13352550,-140735140759752,2,-4724735
13373417,-4724735,0,-151
13373266,-151,0,47
13373313,47,0,4724791
13591878,4724791,2,-184
13591884,-184,2,-4399936
13697984,-4399936,0,-848
13697136,-848,0,16
13697152,16,0,64
13697216,64,0,64
13697280,64,0,64
13697344,64,0,64
13697408,64,0,140322804880544
13588616,140322804880544,2,96
13588631,96,2,-140322804880576
13697472,-140322804880576,0,120
13697592,120,0,8
13697600,8,0,-1458624
12238976,-1458624,0,64
12239040,64,0,140322806339848
12239053,140322806339848,2,-140322806339764
12239124,-140322806339764,0,-1467
12237657,-1467,0,39
12237696,39,0,64
12237760,64,0,64
12237824,64,0,64
12237888,64,0,64
12237952,64,0,5728432
12237959,5728432,1,-5726664
12239720,-5726664,0,1086872
13326592,1086872,0,4739628
13326592,4739628,1,-98956
13326602,-98956,1,148
13326624,148,1,544
13326624,544,1,544
13326624,544,1,-5730484
12238016,-5730484,0,64
12238080,64,0,1444480
13682560,1444480,0,140322804893304
13682565,140322804893304,2,-140322806340008
12235856,-140322806340008,0,140322806339832
12235869,140322806339832,2,-140322806339784
12235904,-140322806339784,0,140322806339768
12235931,140322806339768,2,-140322806339704
12235968,-140322806339704,0,988512
13224480,988512,0,527120
13751600,527120,0,16
13751616,16,0,64
13751680,64,0,-1515648
12236032,-1515648,0,362800
12598832,362800,0,5317456
12598844,5317456,1,-10077120
7839168,-10077120,0,-2505136
5334032,-2505136,0,140322813241576
5334052,140322813241576,2,-64
5334069,-64,2,-140322813241464
5334080,-140322813241464,0,1045648
6379728,1045648,0,-1045575
5334153,-1045575,0,55
5334208,55,0,7470528
12804736,7470528,0,-543904
12260832,-543904,0,140322806314648
12260841,140322806314648,2,-140322806314616
12260864,-140322806314616,0,140322806314460
12260896,140322806314460,2,-140322806314396
12260928,-140322806314396,0,-8560
12252368,-8560,0,48
12252416,48,0,8576
12260992,8576,0,304
12261296,304,0,16
12261312,16,0,64
12261376,64,0,13296
12274672,13296,0,16
12274688,16,0,-35440
12239248,-35440,0,-946
12238302,-946,0,-7950748
4287554,-7950748,0,9073534
13361088,9073534,0,66
13361154,66,0,4737270
13352550,4737270,2,-4737202
13361222,-4737202,0,4737018
12804711,4737018,2,140322792031584
12238855,140322792031584,2,-1672
12238865,-1672,2,1272
12238907,1272,2,268
12238927,268,2,-140322792030916
13352550,-140322792030916,2,-280
13591848,-280,2,248
13591867,248,2,-120
13591907,-120,2,140322792029280
13588616,140322792029280,2,96
13588631,96,2,840
12239053,840,2,-3024
