pc,delta_in,type,delta_out
139859331922451,-68045456,1,68045520
139859331922496,68045520,0,64
139859331922560,64,0,-68045564
139859331922608,-68045564,1,68045628
139859331922624,68045628,0,64
139859331922688,64,0,-20976056
139859331922744,-20976056,1,20976120
139859331922752,20976120,0,240
139859331922992,240,0,16
139859331923008,16,0,-68050896
139859331972808,-68050896,1,68100752
139859331972864,68100752,0,-68100736
139859331972906,-68100736,1,68100800
139859331972928,68100800,0,-49856
139859331923072,-49856,0,-18853576
139859331922744,-18853576,1,8
139859331922764,8,1,64
139859331922774,64,1,64
139859331922764,64,1,64
139859331922789,64,1,72
139859331922789,72,1,72
139859331922789,72,1,52
139859331922774,52,1,64
139859331922774,64,1,64
139859331922764,64,1,64
139859331922789,64,1,-1455
139859331969962,-1455,1,-49191569
139859331922608,-49191569,1,43035436
139859331922744,43035436,1,16
139859331922774,16,1,76
139859331922789,76,1,52
139859331922774,52,1,64
139859331922764,64,1,64
139859331922789,64,1,72
139859331922789,72,1,72
139859331922789,72,1,52
139859331922774,52,1,-5310
139859331969962,-5310,1,5374
139859331922764,5374,1,64
139859331922789,64,1,-5476
139859331974404,-5476,1,-43035424
139859331974506,-43035424,1,4932
139859331922608,4932,1,68097660
139859331974784,68097660,0,64
139859331974848,64,0,-1344
139859331973504,-1344,0,64
139859331973568,64,0,-50094
139859331923474,-50094,0,89
139859331923563,89,0,91
139859331923654,91,0,58
139859331923712,58,0,64
139859331923776,64,0,-16592532
139859331923793,-16592532,2,-144
139859331923793,-144,2,168
139859331923793,168,2,-72
139859331923793,-72,2,-132
139859331923806,-132,2,16592776
139859331923840,16592776,0,-256
139859331923584,-256,0,768
139859331924352,768,0,-410
139859331923942,-410,0,26
139859331923968,26,0,872734450452
139859331923500,872734450452,1,-872751043084
139859331923896,-872751043084,2,-2260864
139859331922451,-2260864,1,-1560
139859331970888,-1560,1,16
139859331970986,16,1,1600
139859331922612,1600,1,-6157364
139859331922789,-6157364,1,25058740
139859331971904,25058740,0,-25064192
139859331971946,-25064192,1,25064256
139859331971968,25064256,0,-18902976
139859331973551,-18902976,1,1160
139859331923539,1160,1,72
139859331923539,72,1,48
139859331923553,48,1,72
139859331923553,72,1,60
139859331923539,60,1,2261784
139859331923793,2261784,2,-36
139859331923806,-36,2,-60
139859331923793,-60,2,-676
139859331923896,-676,2,48
139859331923896,48,2,56
139859331923902,56,2,64
139859331923896,64,2,72
139859331923896,72,2,56
139859331923902,56,2,64
139859331923896,64,2,72
139859331923896,72,2,56
139859331923902,56,2,64
139859331923896,64,2,-4385168
139859331922451,-4385168,1,20
139859331922608,20,1,20905812
139859331922744,20905812,1,44
139859331922774,44,1,64
139859331922774,64,1,-190
139859331969962,-190,1,-24939334
139859331922774,-24939334,1,64
139859331922764,64,1,64
139859331922789,64,1,72
139859331922789,72,1,72
139859331922789,72,1,-5680
139859331969962,-5680,1,25064672
139859331972480,25064672,0,64
139859331972544,64,0,64
139859331972608,64,0,-21025724
139859331922608,-21025724,1,21026940
139859331973824,21026940,0,64
139859331973888,64,0,-21027196
139859331923539,-21027196,1,4385744
139859331923793,4385744,2,-24
139859331923793,-24,2,-148
139859331923896,-148,2,24
139859331923896,24,2,-8418752
139859331922579,-8418752,1,8419668
139859331923793,8419668,2,-24
139859331923793,-24,2,-676
139859331923896,-676,2,48
139859331923896,48,2,56
139859331923902,56,2,64
139859331923896,64,2,72
139859331923896,72,2,56
139859331923902,56,2,64
139859331923896,64,2,72
139859331923896,72,2,56
139859331923902,56,2,64
139859331923896,64,2,216
139859331923896,216,2,48
139859331923896,48,2,16520776
139859331854096,16520776,0,48
139859331854144,48,0,2257328
139859331854143,2257328,1,-2257262
139859331854210,-2257262,0,2263990
139859331854227,2263990,1,-18784816
139859331854243,-18784816,2,16520906
139859331854290,16520906,0,73518
139859331927808,73518,0,64
139859331927872,64,0,102
139859331927974,102,0,26
139859331928000,26,0,80
139859331928080,80,0,48
139859331928128,48,0,160
139859331928288,160,0,32
139859331928320,32,0,-25127360
139859331928364,-25127360,2,2296
139859331928371,2296,2,25125128
139859331928384,25125128,0,-25127360
139859331928398,-25127360,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,64
139859331928398,64,2,128
139859331928401,128,2,80
139859331928433,80,2,25125104
139859331928448,25125104,0,-74106
139859331854342,-74106,0,75
139859331854417,75,0,12271
139859331866688,12271,0,2249640
139859331866736,2249640,1,-2248152
139859331868176,-2248152,0,48
139859331868224,48,0,-928
139859331867296,-928,0,32
139859331867328,32,0,208
139859331867536,208,0,-144
139859331867392,-144,0,33952
139859331901344,33952,0,32
139859331901376,32,0,64
139859331901440,64,0,64
139859331901504,64,0,3312
139859331904816,3312,0,-20985128
139859331904824,-20985128,1,20985144
139859331904832,20985144,0,64
139859331904896,64,0,-2256
139859331902640,-2256,0,-16572472
139859331902640,-16572472,1,16571400
139859331901568,16571400,0,64
139859331901632,64,0,64
139859331901696,64,0,64
139859331901760,64,0,64
139859331901824,64,0,2472
139859331904296,2472,0,39
139859331904335,39,0,-20999471
139859331904326,-20999471,2,-3991256
139859331904335,-3991256,1,56
139859331904312,56,1,3991232
139859331904326,3991232,2,-3991168
139859331904335,-3991168,1,72
139859331904335,72,1,56
139859331904312,56,1,3991104
139859331904326,3991104,2,-3991040
139859331904335,-3991040,1,72
139859331904335,72,1,56
139859331904312,56,1,3990976
139859331904326,3990976,2,-3990912
139859331904335,-3990912,1,72
139859331904335,72,1,56
139859331904312,56,1,3990848
139859331904326,3990848,2,-3990784
139859331904335,-3990784,1,72
139859331904335,72,1,56
139859331904312,56,1,3990720
139859331904326,3990720,2,-3990656
139859331904335,-3990656,1,72
139859331904335,72,1,3990648
139859331904326,3990648,2,-3990592
139859331904312,-3990592,1,64
139859331904335,64,1,72
139859331904335,72,1,3990520
139859331904326,3990520,2,-3990464
139859331904312,-3990464,1,64
139859331904335,64,1,3990512
139859331904326,3990512,2,-3990440
139859331904335,-3990440,1,3990456
139859331904326,3990456,2,-3990400
139859331904312,-3990400,1,64
139859331904335,64,1,72
139859331904335,72,1,3990328
139859331904326,3990328,2,-3990272
139859331904312,-3990272,1,64
139859331904335,64,1,72
139859331904335,72,1,3990248
139859331904326,3990248,2,-3990192
139859331904312,-3990192,1,3990208
139859331904326,3990208,2,-3990144
139859331904335,-3990144,1,72
139859331904335,72,1,56
139859331904312,56,1,3990080
139859331904326,3990080,2,-3990016
139859331904335,-3990016,1,72
139859331904335,72,1,56
139859331904312,56,1,3989952
139859331904326,3989952,2,-3989888
139859331904335,-3989888,1,3989952
139859331904326,3989952,2,-3989880
139859331904335,-3989880,1,56
139859331904312,56,1,64
139859331904335,64,1,3989824
139859331904326,3989824,2,-3989752
139859331904335,-3989752,1,56
139859331904312,56,1,64
139859331904335,64,1,3989696
139859331904326,3989696,2,-3989624
139859331904335,-3989624,1,3989688
139859331904326,3989688,2,-3989632
139859331904312,-3989632,1,64
139859331904335,64,1,72
139859331904335,72,1,3989560
139859331904326,3989560,2,-3989504
139859331904312,-3989504,1,64
139859331904335,64,1,72
139859331904335,72,1,3989432
139859331904326,3989432,2,-3989376
139859331904312,-3989376,1,3989440
139859331904326,3989440,2,-3989376
139859331904335,-3989376,1,72
139859331904335,72,1,56
139859331904312,56,1,3989312
139859331904326,3989312,2,-3989248
139859331904335,-3989248,1,72
139859331904335,72,1,56
139859331904312,56,1,3989184
139859331904326,3989184,2,-3989120
139859331904335,-3989120,1,3989184
139859331904326,3989184,2,-3989112
139859331904335,-3989112,1,56
139859331904312,56,1,64
139859331904335,64,1,3989056
139859331904326,3989056,2,-3988984
139859331904335,-3988984,1,56
139859331904312,56,1,64
139859331904335,64,1,3988928
139859331904326,3988928,2,-3988856
139859331904335,-3988856,1,3988920
139859331904326,3988920,2,-3988864
139859331904312,-3988864,1,64
139859331904335,64,1,72
139859331904335,72,1,3988792
139859331904326,3988792,2,-3988736
139859331904312,-3988736,1,64
139859331904335,64,1,72
139859331904335,72,1,3988664
139859331904326,3988664,2,-3988608
139859331904312,-3988608,1,3988672
139859331904326,3988672,2,-3988608
139859331904335,-3988608,1,72
139859331904335,72,1,56
139859331904312,56,1,3988544
139859331904326,3988544,2,-3988480
139859331904335,-3988480,1,72
139859331904335,72,1,56
139859331904312,56,1,3988416
139859331904326,3988416,2,-3988352
139859331904335,-3988352,1,3988416
139859331904326,3988416,2,-3988344
139859331904335,-3988344,1,56
139859331904312,56,1,64
139859331904335,64,1,3988288
139859331904326,3988288,2,-3988216
139859331904335,-3988216,1,56
139859331904312,56,1,64
139859331904335,64,1,3988160
139859331904326,3988160,2,-3988088
139859331904335,-3988088,1,56
139859331904312,56,1,3988096
139859331904326,3988096,2,-3988032
139859331904335,-3988032,1,72
139859331904335,72,1,56
139859331904312,56,1,3987968
139859331904326,3987968,2,-3987904
139859331904335,-3987904,1,72
139859331904335,72,1,56
139859331904312,56,1,3987840
139859331904326,3987840,2,-3987776
139859331904335,-3987776,1,3987840
139859331904326,3987840,2,-3987768
139859331904335,-3987768,1,56
139859331904312,56,1,64
139859331904335,64,1,3987712
139859331904326,3987712,2,-3987640
139859331904335,-3987640,1,56
139859331904312,56,1,64
139859331904335,64,1,3987584
139859331904326,3987584,2,88
139859331904326,88,2,-3987600
139859331904335,-3987600,1,3987752
139859331904326,3987752,2,-3987696
139859331904312,-3987696,1,3987712
139859331904326,3987712,2,-3987648
139859331904335,-3987648,1,72
139859331904335,72,1,56
139859331904312,56,1,3987584
139859331904326,3987584,2,-3987520
139859331904335,-3987520,1,72
139859331904335,72,1,56
139859331904312,56,1,3987456
139859331904326,3987456,2,-3987392
139859331904335,-3987392,1,3987456
139859331904326,3987456,2,-3987384
139859331904335,-3987384,1,56
139859331904312,56,1,64
139859331904335,64,1,3987328
139859331904326,3987328,2,-3987256
139859331904335,-3987256,1,56
139859331904312,56,1,64
139859331904335,64,1,3987200
139859331904326,3987200,2,-3987128
139859331904335,-3987128,1,3987192
139859331904326,3987192,2,-3987136
139859331904312,-3987136,1,64
139859331904335,64,1,72
139859331904335,72,1,3987064
139859331904326,3987064,2,-3987008
139859331904312,-3987008,1,64
139859331904335,64,1,72
139859331904335,72,1,3986936
139859331904326,3986936,2,-3986880
139859331904312,-3986880,1,3986944
139859331904326,3986944,2,-3986880
139859331904335,-3986880,1,72
139859331904335,72,1,56
139859331904312,56,1,3986816
139859331904326,3986816,2,-3986752
139859331904335,-3986752,1,72
139859331904335,72,1,56
139859331904312,56,1,3986688
139859331904326,3986688,2,-3986624
139859331904335,-3986624,1,3986688
139859331904326,3986688,2,-3986616
139859331904335,-3986616,1,56
139859331904312,56,1,64
139859331904335,64,1,3986560
139859331904326,3986560,2,-3986488
139859331904335,-3986488,1,56
139859331904312,56,1,64
139859331904335,64,1,3986432
139859331904326,3986432,2,-3986360
139859331904335,-3986360,1,3986424
139859331904326,3986424,2,-3986368
139859331904312,-3986368,1,64
139859331904335,64,1,3986368
139859331904326,3986368,2,-3986296
139859331904335,-3986296,1,56
139859331904312,56,1,3986304
139859331904326,3986304,2,-3986240
139859331904335,-3986240,1,3986304
139859331904326,3986304,2,-3986232
139859331904335,-3986232,1,3986312
139859331904326,3986312,2,-3986256
139859331904312,-3986256,1,64
139859331904335,64,1,3986240
139859331904326,3986240,2,-3986168
139859331904335,-3986168,1,56
139859331904312,56,1,3986176
139859331904326,3986176,2,-3986112
139859331904335,-3986112,1,72
139859331904335,72,1,56
139859331904312,56,1,3986048
139859331904326,3986048,2,-3985984
139859331904335,-3985984,1,72
139859331904335,72,1,56
139859331904312,56,1,3985920
139859331904326,3985920,2,-3985856
139859331904335,-3985856,1,72
139859331904335,72,1,56
139859331904312,56,1,3985792
139859331904326,3985792,2,-3985728
139859331904335,-3985728,1,3985840
139859331904326,3985840,2,16
139859331904326,16,2,-3985784
139859331904335,-3985784,1,56
139859331904312,56,1,3985792
139859331904326,3985792,2,-3985728
139859331904335,-3985728,1,72
139859331904335,72,1,56
139859331904312,56,1,3985664
139859331904326,3985664,2,-3985600
139859331904335,-3985600,1,72
139859331904335,72,1,3985592
139859331904326,3985592,2,64
139859331904326,64,2,-3985600
139859331904312,-3985600,1,64
139859331904335,64,1,3985600
139859331904326,3985600,2,64
139859331904326,64,2,-3985592
139859331904335,-3985592,1,56
139859331904312,56,1,64
139859331904335,64,1,3985536
139859331904326,3985536,2,-3985464
139859331904335,-3985464,1,56
139859331904312,56,1,64
139859331904335,64,1,3985408
139859331904326,3985408,2,-3985336
139859331904335,-3985336,1,56
139859331904312,56,1,64
139859331904335,64,1,3985280
139859331904326,3985280,2,-3985208
139859331904335,-3985208,1,56
139859331904312,56,1,64
139859331904335,64,1,3985152
139859331904326,3985152,2,-3985080
139859331904335,-3985080,1,56
139859331904312,56,1,64
139859331904335,64,1,3985040
139859331904326,3985040,2,48
139859331904326,48,2,-3985016
139859331904335,-3985016,1,3985080
139859331904326,3985080,2,-3985024
139859331904312,-3985024,1,3985088
139859331904326,3985088,2,-3985024
139859331904335,-3985024,1,3985088
139859331904326,3985088,2,-3985016
139859331904335,-3985016,1,56
139859331904312,56,1,64
139859331904335,64,1,3984960
139859331904326,3984960,2,-3984888
139859331904335,-3984888,1,56
139859331904312,56,1,64
139859331904335,64,1,3984832
139859331904326,3984832,2,-3984760
139859331904335,-3984760,1,56
139859331904312,56,1,64
139859331904335,64,1,3984704
139859331904326,3984704,2,-3984632
139859331904335,-3984632,1,56
139859331904312,56,1,64
139859331904335,64,1,3984576
139859331904326,3984576,2,-3984504
139859331904335,-3984504,1,56
139859331904312,56,1,64
139859331904335,64,1,3984448
139859331904326,3984448,2,-3984376
139859331904335,-3984376,1,56
139859331904312,56,1,64
139859331904335,64,1,3984320
139859331904326,3984320,2,-3984248
139859331904335,-3984248,1,56
139859331904312,56,1,3984256
139859331904326,3984256,2,-3984192
139859331904335,-3984192,1,72
139859331904335,72,1,56
139859331904312,56,1,3984128
139859331904326,3984128,2,-3984064
139859331904335,-3984064,1,72
139859331904335,72,1,56
139859331904312,56,1,3984000
139859331904326,3984000,2,-3983936
139859331904335,-3983936,1,72
139859331904335,72,1,56
139859331904312,56,1,3983872
139859331904326,3983872,2,-3983808
139859331904335,-3983808,1,72
139859331904335,72,1,56
139859331904312,56,1,3983744
139859331904326,3983744,2,-3983680
139859331904335,-3983680,1,72
139859331904335,72,1,56
139859331904312,56,1,3983616
139859331904326,3983616,2,-3983552
139859331904335,-3983552,1,72
139859331904335,72,1,56
139859331904312,56,1,3983488
139859331904326,3983488,2,-3983424
