pc,delta_in,type,delta_out
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
