loss,val
1.6444848775863647,0.627511203289032
0.5359429717063904,0.6275119185447693
0.40196627378463745,0.6273710131645203
0.3414250910282135,0.6277638673782349
0.31572169065475464,0.6453357338905334
0.29202935099601746,0.7026792764663696
0.27712324261665344,0.710952639579773
0.2640668749809265,0.730840265750885
0.2535644769668579,0.7316078543663025
0.2470247447490692,0.7406440377235413
0.23666264116764069,0.7332074642181396
0.2282838523387909,0.7479198575019836
0.21784570813179016,0.7558282017707825
0.2097550630569458,0.7599356174468994
0.20472046732902527,0.7248318791389465
0.19449172914028168,0.7707340121269226
0.1874970942735672,0.7599539756774902
0.18105284869670868,0.808180034160614
0.1747506707906723,0.79023277759552
0.172409325838089,0.8160398006439209
0.16547498106956482,0.8522830009460449
0.1594301462173462,0.8750410079956055
0.15319854021072388,0.8772389888763428
0.1483687162399292,0.8824489712715149
0.14384080469608307,0.8898768424987793
0.14128968119621277,0.897822380065918
0.1389826536178589,0.9025464653968811
0.13731619715690613,0.9074385762214661
0.13683350384235382,0.9137896299362183
0.134653702378273,0.913705050945282
0.13358303904533386,0.9199771285057068
0.13257910311222076,0.9133887887001038
0.13160207867622375,0.9137589335441589
0.13051682710647583,0.9221249222755432
0.12970378994941711,0.922489583492279
0.12861353158950806,0.9232991933822632
0.12801769375801086,0.9256062507629395
0.12695364654064178,0.9272612929344177
0.1261722445487976,0.927656352519989
0.1254078894853592,0.9323220252990723
0.12465373426675797,0.9323713183403015
0.12364879995584488,0.9324281811714172
0.12312375009059906,0.9325240254402161
0.12230326235294342,0.932064414024353
0.12181176990270615,0.9321094751358032
0.1209593191742897,0.932589590549469
0.12056983262300491,0.9326332211494446
0.11984708905220032,0.9326381683349609
0.11935597658157349,0.9325970411300659
0.11896631121635437,0.934497058391571
0.11836468428373337,0.9351896047592163
0.11782326549291611,0.935242772102356
0.11755478382110596,0.9352303147315979
0.1172984391450882,0.9356290102005005
0.11710299551486969,0.9356261491775513
0.11685977131128311,0.9355610013008118
0.1167859360575676,0.9360933303833008
0.11651439219713211,0.9360281825065613
0.11631409078836441,0.9360406398773193
0.11621129512786865,0.936099112033844
0.11600268632173538,0.9360165596008301
0.11585357785224915,0.9361003637313843
0.1157200038433075,0.9360012412071228
0.11548769474029541,0.9360767602920532
0.11532919108867645,0.9359352588653564
0.11511169373989105,0.9360634088516235
0.11498400568962097,0.9359680414199829
0.11480712890625,0.935978889465332
0.11463826894760132,0.9360007643699646
0.11449363082647324,0.9359414577484131
0.11432541161775589,0.9358758926391602
0.11421946436166763,0.9359315037727356
0.11401769518852234,0.9357713460922241
0.11389488726854324,0.9357588887214661
0.11374882608652115,0.9358091354370117
0.11361511051654816,0.9348443746566772
0.11350148916244507,0.9348443150520325
0.11343253403902054,0.934748113155365
0.11337608844041824,0.9346498250961304
0.11323729902505875,0.9345722198486328
0.11320923268795013,0.9345455765724182
0.1131846159696579,0.9345564246177673
0.11311708390712738,0.9346489906311035
0.11304301768541336,0.9346497654914856
0.1129893958568573,0.9346526861190796
0.1129160076379776,0.9346075057983398
0.11283233761787415,0.9345493316650391
0.11279869079589844,0.9345892071723938
0.11276227235794067,0.9346672296524048
0.11271080374717712,0.934576690196991
0.11264904588460922,0.9346439242362976
0.11261970549821854,0.9345908761024475
0.11257091909646988,0.9346455931663513
0.1125403642654419,0.9345870018005371
0.11246620118618011,0.934685468673706
0.11241456866264343,0.9346414804458618
0.11235374212265015,0.9346426725387573
0.11235372722148895,0.9346298575401306
0.11226989328861237,0.9346891641616821
0.11219016462564468,0.9346717596054077
0.1122121661901474,0.9353469014167786
0.112101711332798,0.9354272484779358
0.11207757890224457,0.9354377388954163
0.11204806715250015,0.9354821443557739
0.11207876354455948,0.935549795627594
0.11203501373529434,0.9355327486991882
0.11198832094669342,0.9355418086051941
0.11201095581054688,0.9355621337890625
0.1119866743683815,0.935610294342041
0.11198534071445465,0.9355878829956055
0.11195327341556549,0.9355780482292175
0.11194729804992676,0.9356041550636292
0.11191803216934204,0.9356215000152588
0.11189837008714676,0.9356173872947693
0.1119026392698288,0.9356045722961426
0.1118420735001564,0.9356464743614197
0.1118704155087471,0.9356228709220886
0.11184250563383102,0.9356257915496826
0.11181676387786865,0.9356347918510437
0.1118236780166626,0.9356127977371216
0.11178546398878098,0.9356655478477478
0.11177296936511993,0.9356318712234497
0.11172790825366974,0.9356664419174194
0.11173545569181442,0.9356597065925598
0.11169441044330597,0.935661792755127
0.1116829365491867,0.9358841776847839
0.11167865246534348,0.9359140396118164
0.11164436489343643,0.9359414577484131
0.11163167655467987,0.9359596967697144
0.11166992783546448,0.9359671473503113
0.11162900179624557,0.9359779953956604
0.1116301640868187,0.9359784126281738
0.11161524057388306,0.9359883666038513
0.11163955181837082,0.9359862804412842
0.1115933507680893,0.9359904527664185
0.11160609126091003,0.935991644859314
0.11157651990652084,0.9359933137893677
0.11155818402767181,0.9360028505325317
0.11157780140638351,0.9359912872314453
0.11165909469127655,0.9360019564628601
0.11155965179204941,0.9360079169273376
0.111563540995121,0.9360020160675049
0.11162229627370834,0.9359925985336304
0.11156817525625229,0.9360011219978333
0.11156986653804779,0.935997486114502
0.111572265625,0.9359992146492004
0.11155381053686142,0.9360049366950989
0.11155661940574646,0.9359950423240662
0.11154434084892273,0.9359992146492004
0.11151771992444992,0.9359924793243408
0.11153342574834824,0.9360299110412598
0.11150229722261429,0.9360398650169373
0.11152616143226624,0.9360431432723999
0.11150932312011719,0.936050534248352
0.11149904876947403,0.9360576868057251
0.11149618029594421,0.9360630512237549
0.11153782904148102,0.9360676407814026
0.11152384430170059,0.9360705614089966
0.11151012033224106,0.9360743761062622
0.1114799752831459,0.9360750913619995
0.1114932969212532,0.9360772371292114
0.11150652170181274,0.936079740524292
0.1114879921078682,0.9360800981521606
0.11149238049983978,0.936082661151886
0.11147253215312958,0.9360809326171875
0.11145742237567902,0.9360821843147278
0.11149434000253677,0.9360813498497009
0.11144620925188065,0.9360817670822144
0.11148431897163391,0.9360818266868591
0.11150649935007095,0.9360829591751099
0.1114969328045845,0.9360829591751099
0.11155278980731964,0.9360846877098083
0.11148471385240555,0.9360846877098083
0.11145124584436417,0.9360871315002441
0.1114606261253357,0.9360859394073486
0.11145132035017014,0.9360888600349426
0.1114700511097908,0.9360896348953247
0.11148567497730255,0.9360908269882202
0.1114419475197792,0.9360920786857605
